 ,restaurant,menu,total_star,review,food,delvice,
2751,리얼안심&찹쌀탕수육-홍대점,"흑초/1(사이즈선택(中),추가선택(허브찹쌀탕수육으로 변경),단무지(단무지 필요))",1,갓튀긴것같지는 않네요ㅜ 바로튀겨서 온걸 원했는데,1,3,
2752,파리바게뜨-신도림역점,"단백질 듬뿍 로스트치킨샐러드/1,아침&후레쉬우유（930ml）/1",4,친절하고 맛있습니다~,5,5,
2753,PB델리-신도림TM점,"케이준치킨 샐러드랩 [음료 세트]/1(세트 음료선택(복숭아 아이스티)),케이준치킨 샐러드랩 [음료 세트]/1(세트 음료선택(아이스 아메리카노)),멀티그레인 까망베르 샌드위치/1,로스트치킨 포카챠 샌드위치/1",1,아들이 배고파 주문해달라고해서  처음 주문해봤더니  2시간 넘게걸리고  빵도 메뉴가 한개 문제가 생겨서 안된다고 하는데 말이 되는지.. 지금껏 이런 배달 처음이네요,3,1,
2754,쉐프의생안심탕수육-고대안암점,"쉐프's 찹쌀탕수육/1(사이즈 선택(中),탕수육 소스 선택(레몬간장（중국집소스）))",2,맛 없고 양에 비해 너무 비쌈 배달도 느림,1,1,
2755,버텍스미국식덮밥-화곡점,"미국식 새우 닭고기 덮밥 /1(사이즈 선택(REGULAR),밥 선택(RICE (쌀밥)),소스 선택(TERIYAKI SAUCE(데리야끼)),추가 선택(YUM YUM SAUCE（염염소스） 추가,GARLIC FLAKES（마늘 후레이크） 추가))",4,양이너무너므너느너무적음,1,3,
2756,세아마라탕,"세아마라탕/1(사이즈 선택(1人),맵기 선택(1단계 : 약간매운맛),기타 추가 선택(치즈떡 추가,분모자 추가,수정당면 추가),꼬치류 추가 선택(만두 추가,메추리알 추가))",2,먹어본 마라탕 중 제일 맛없었어요 진짜 밍밍하고 재료들 안어울리고 분모자 덜 익어서 왔어요 양도 그닥..,1,3,
2757,파리바게뜨-한양대학교병원점,"아침&초코우유（200ml）/1,초코칩쏙쏙롤링브레드/1,초코 왕소라 플러스/2,카스테라/1",5,감사합니다! 잘먹을께요,5,3,
2758,한촌설렁탕-성수뚝도점,설렁탕/2(조리 선택(조리)),3,배달대행이 정말느렸어요,3,1,
2759,보드람치킨-영등포구청점,치킨뱅이Set（후라이드1마리＋골뱅이무침）/1(추가선택(후라이드 반마리추가)),3,맛은 있었는대 배달이 늦고 좀 식어서 왓네요,5,1,
2760,리빠똥과일치킨-왕십리점,후라이드치킨/1,2,본점과 비교 되네요,1,3,
2761,KFC-방배역점,"블랙라벨치킨 5조각/1,핫치즈징거버거세트/1(사이드변경(치킨너겟 4조각교환),음료변경(콜라)),징거버거세트/1(사이드변경(치킨너겟 4조각교환),음료변경(콜라))",3,치킨이 매우 맛있네요.,5,3,
2762,50년전통원조장충동왕족발보쌈,모듬스페셜（족발＋보쌈） 中/1,2,족발은 그냥저냥 먹을만한데 보쌈은 완전 아니네요 보쌈고기에서 냉동돼지냄새 그런게 많이나요 족발드세요,3,3,
2763,호마루신당동떡볶이,"신당동 즉석 떡볶이（약 2~3人）/1(떡볶이 매운맛 선택(보통맛),사리 추가 선택(오뎅))",3,이삼인분 기준이라는데 제 기준으로는 살벌하게 많네요  라면 당면 또 무슨 면에다가 떡에다 암튼 중요한건 면사리가 많아서 육수를 다 잡아먹어서 정작 먹을땐 다 뿔어버리네요 차라리 면은 따로 줘야 제일 나중에 끓였을텐데요 원래 이런건지는 모르겠지만 암튼 담엔 참고해야겠습니다,1,3,
2764,수산물백화점-본점,스페셜세트（연어＋광어）/1(스페셜세트 사이즈 선택1(小)),2,다른건 괜찮았는데 연어 비림내가 엄청심하던데요ㅠ,1,3,
2765,버거킹-당산역점,"콰트로치즈와퍼 세트/1(음료변경(코카-콜라L),사이드변경(프렌치프라이（R）)),21치즈스틱/2",4,자주 시켜머는데 왜 빨대하고 캐찹은 매번 배달에 빠지는거죠?,3,1,
2766,청진동해장국&감자탕-신촌점,"뼈해장국 /1(사이즈 선택(특),조리 선택(비조리（직접 데워드시기 원하시면）),서비스 추가 선택(숟가락,젓가락)),양선지해장국/1(양선지 해장국 사이즈 선택(특),조리 선택(조리（매장에서 끓여드리기 원하시면）),서비스 추가 선택(숟가락,젓가락))",3,맛도 양도 평범했어요,3,3,
2767,레게노-성신여대점,"수제앙버터 부시맨/1,아메리카노/1(HOT or ICE 선택(ICE (250mL))),아메리카노/1(HOT or ICE 선택(HOT))",4,서비스는 좋아요. 하지만 맛은 잘 모르겠어요.,1,5,
2768,해천양꼬치전통요리,양꼬치 1人（10꼬치）/2,4,찍어먹는 양념가루에 깨같이 생긴 향신료 빠진거 아닌가요? 뭔가 빠진 느낌이 있는데요!,1,3,
2769,파리바게뜨-교대역점,"에그베이컨 토스트/1,버터 풍미 가득 꿀토스트/1,레피시에 사과쨈（370g）/1,에그타르트/1",5,맛잇어요사과잼 꿀맛,5,3,
2770,홍콩반점0410-명동점,"쟁반짜장（2인분）/1(옵션(안맵게),추가메뉴 선택(짬뽕국물 추가))",1,짬뽕국물은 질질새고 쟁반짜장 맛이 다른지점이랑 달라요.,1,1,
2771,막걸리전당,"한돈육전/1,한통다 골뱅이 무침/1,술헤는밤[막걸리]/1,대강소백산[막걸리]/1",1,"너무 화가 나서 리뷰 쓰기는 처음인데요. 그동안 막걸리 생각날 때는 무조건 여기에서 시켰어요. 안주 두개에 막걸리 두세병 기본으로요. 대강 소백산 막걸리를 제일 좋아해서 항상 시키는데 오늘은 마시자마자 이건 아니다 싶어서 유통기한을 봤는데 두병 다 유통기한이 2,4일 남았더라구요 매장으로 전화드렸는데 다시 보내주신다면서 며칠 전에 배도 막걸리 맛도 이상하다고 전화하지 않았냐네요  저 배도 막걸리가 뭔줄도 모르거든요? 이상한 사람 된 것 같아서 너무 기분 나쁩니다 그동안 자주 시켰는데 이젠 다시 못 시킬 것 같아 아쉽네요",3,1,
2772,짬뽕선생,볶음짬뽕/1,2,볶음짬뽕 뿔다못해 터질지경으로 옴,3,1,
2773,소풍엄지척닭강정-구로점,"반반 닭강정  大/1(반반치킨 맛 선택(후라이드,파닭))",2,대짜 인데..양이 생각보다 너무 작았습니다..,1,3,
2774,베트남노상식당-강남점,"신메뉴）고기폭탄쌀국수/1(토핑 추가 선택(고기추가（40g）),추가 선택(면 추가,해선장 추가,숙주 추가))",1,추가를 그렇게 했는데 육수가..ㅋㅋ 짜글이 수준이네요 중국직도 짬뽕 곱배기시키면 국많이주는게 정싱이인데ㅋㅋ추가해도 육수없다써놓던가 대체 어떤  음식점가면 추가하면 육수를 따로 안넣주는지 알려주시겠어요? 찾아가보게요  평점진지하게 의심되네ㅋㅋ,3,1,
2775,리얼안심&찹쌀탕수육-홍대점,"고추마늘 탕수육/1(사이즈선택(中),반／반 가능(깐풍 강정 탕수육),단무지(단무지 필요))",3,"나름 만족스러웠지만, 튀김옷이 약간 두껍고 양념 맛이 강해서 조금 아쉬웠어요ㅠ",1,3,
2776,위풍당당족발-본점,족발＋직화불족발＋쟁반국수/1(사이즈 선택(대)),2,다른건 다 괜찮았는데 진짜 무말랭이랑 김치는 도저히 못먹을정도였어요,1,3,
2777,교촌치킨-문래점,교촌허니순살[R]/1,5,주 3회 섭취 합니다. 문래점이 특히나 더 맛있네요,5,3,
2778,선릉냉면&칼국수,"물냉면/1(추가선택(왕만두2p,갈비만두4p))",4,물냉면 그리고 추가만두 맛있어요,5,3,
2779,88시장버거&handmade,"88스페셜버거 세트（버거번＋생오이＋패티＋치즈＋계란후라이＋양파＋양배추샐러드＋소스＋양념감튀＋콜라355mL）/1,88에그버거/1",1,,,,
2780,롯데리아-동대문역사문화공원역점,"T-REX버거/1,모짜렐라인더 버거-베이컨 세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",2,무슨 햄버거에서 뼈가나와요  오돌뼈도 아니고 이빨깨지는 줄 알았네  장난하나..20년넘게 햄버거에서 뼈나온거 처음보네  야간에 주문한다고 대충 만들지는 맙시다,0,0,
2781,서두산딤섬만두-본점,"샤오룽빠오（Xiao long bao）8개/1,꿔바로우（Pot of meat）/1,우육면（Beef noodles）/1",2,"사장님 안녕하세요? 제가 종종 직접방문해서도 식사하는 나름 단골이라 배달어플로 주문해보았는데요. 우육면은 물탄것 같이 국물이 너무 밍밍했고 맛이 없었습니다. 이게 같은 가게 맞나 싶을 정도로요. 면이 불어서 온것, 샤오룽바오가 상태가 안좋게 온거는 리뷰에서 이미 읽고 가만해서 주문한 만큼 컴플레인 하진 않겠습니다. 하지만 추가로 꿔바로우 소스담은 용기바닥이 깨져서 소스가 반이상 샌 상태로 왔는데 다음번엔 튼튼한 용기에 담아주시든, 배달직원에게 용기가 깨지지않게 조심하라고 하시든 신경 써주시면 좋겠습니다. 긴글 읽어주셔서 감사합니다",1,1,
2782,짬뽕선생,"계란후라이 간짜장/1(곱빼기 추가(곱빼기 추가)),짬뽕밥/1",3,맛있게 잘먹었습니다,5,3,
2783,원할머니국수보쌈-논현점,"보쌈도시락/1,비빔막국수/1",5,초음 주문했은데 포장도 깔끔하고 맛도 좋고 기대이성리었어요. 정성스럽게 준비된 식사 한끼 먹은 듯한 느낌에 기분이 좋았습니사. 감사합니다.,5,5,
2784,3가지맛디디치킨-아현점,"1마리 내마음대로 3가지맛＋후루룩떡볶이세트/1(선택(순살),1마리내마음대로 선택1(후라이드),1마리내마음대로 선택2(파닭*),1마리내마음대로 선택3(양념*))",2,배달 예상시간 60분 .  80분 걸려 배달받았습니다.  치킨거의 식고 뒤섞이고 난리네요. 배달좀 신경써주세요.,3,1,
2785,페리카나-왕십리점,순살후라이드반＋순살양념반/1(추가 선택(떡사리 추가)),5,저번보다 더 맛있어진거 같아요 원래도 맛있었지만 오늘따라 더 맛있고 떡사리 추가했는데 완전 많아요 바닥에도 깔려있음 양념은 역시 페리카나 양념이 최고에요!!,5,3,
2786,호돌이떡볶이-서초점,"호돌이 떡볶이 혼밥세트/1(맵기 선택(매운맛（신라면정도）),추가 선택(참치마요주먹밥 추가))",5,"언제 먹어도 너무 맛있는 호돌이 떡볶이,, 이렇게 배달 많이 시킨 식당 없는 거 같아요 ㅠㅠ 한 번 시켜 먹으면 웬만하면 또 잘 안 시키는데, 호돌이 떡볶이는 떡볶이 중에서도 꼭 호돌이 떡볶이가 생각나는 맛이에요~ 저 다이어트 중인데 ㅠㅠ 오늘 이 떡볶이랑 참치마요가 생각나서 먹었잖어요.. 그리고 너무 궁금한 게 튀김은 어떻게 튀기면 이렇게 오랫동안 바삭해요..? 말했듯이 다이어트 중이라 시키고 운동하고 씻고 먹느라 배달오고 바로 안 먹었는데도 튀김이 바삭해서 놀랐어요.. 순대도 완전 찰순대 ㅠ 그냥 너무 고맙습니다.",5,3,
2787,교촌치킨-구로2호점,교촌허니콤보/1,5,허니콤보는 리뷰가 필요없이 맛 있습니다.,5,3,
2788,야식전문-동경야시장,"후라이드 똥집/1,옛날통닭/1",1,생애 이런치킨은 처음이네요  오다가  반은 흘리고 오신건지  배달약속시간은 한참지나서오고 옛날치킨은 간장조림치킨이고 너무황당한 치킨집이예요     바삭한맛을기대하면 절대안되는 치킨이네요,1,3,
2789,홍콩반점0410-방배역점,"고추짬뽕/1,짜장밥/1",1,고추짬뽕 시켰는데 일반 짬뽕이 오다니요..,3,1,
2790,롯데리아-선릉점,"데리버거/1,불고기버거세트/1(디저트 변경(양념감자（오니언）),드링크 변경(세트 콜라（R）))",1,배달비 받고 30분 늦게 도착 세계최초 탄산없는 콜라 냉장고에서 꺼낸듯한 감튀 한약보다 쓴 양상추  하루빨리 망하기를 기원합니다,1,1,
2791,한사바리해장국-왕십리점,선지 해장국/2(추가 선택(선지 추가)),3,선지자 너무딱딱해요 부드러운걸  선호합니다,1,3,
2792,7딸라김치찌개-강남직영점,"7$（달러）고기김치찌개 1人/1,콜라 500mL/1",1,첫주문에 벌레나왓어요   그리고 콜라도 왜저리 더럽죠 뭔지 닦이지도않고 배달원은 반말이나하고,0,0,
2793,달빛오징어광어-석촌본점,"도다리세꼬시 ＋ 광어회/1,광어무침/1",4,항상 좋아요 굿굿입니다,5,3,
2794,청년피자-광진구점,（인기）매드쉬림프 L （2~3인）/1(피자 도우 변경(기본)),2,"할인때매 주문이 많아서 그런가 대충 만든 느낌 씬피자도 아닌데 도우도 얇고, 치즈도 얇고 밀가루 맛 많이 나고.. 만드는 분이 바뀐건지 바빠서 그런건지 모르겠는데 종종 먹던 맛이 아니었네요.. 피자도우 너무 얇아요",1,3,
2795,아메리칸팩토리-당산직영점,"페퍼로니 피자/1(사이즈 선택(18인치 XXXL 미국 사이즈)),수제피클 /1,갈릭디핑소스/2",3,살라미는 일반 소시지니까 뭐.. 근데 너무 바쁜 시간에 주문 넣었는지 추가 소스 안왔고 다시 받는데 50분 ㅠㅠ,3,1,
2796,금강산족발보쌈,배추보쌈 小/1,3,"작은 콜라 하나랑 사진에 있는 셋트 입니다. 맛은 보통이고, 보쌈에서 약간 돼지 냄새 나요. 실수 인거 같은데 무말랭이만 두개를 주셨네요. 배추김치가 땡기는데 말이죠 .. 국수는 보통입니다. 만두는 그냥 만두애요. 양은 많습니다.",3,3,
2797,페리카나-대림역점,세트1（후라이드＋후라이드）/1,5,너무 맛있어서 한 번 더 시킨 곳 만족스러워요  식후감,5,3,
2798,청운24시,"차돌박이짬뽕/1,간짜장/3",3,항상 제일 맛있는 집 짬뽕인데 싱겁고 해물이 적었습니다,3,3,
2799,바우네나주곰탕-까치산역점,모둠수육/1,3,수육에 부추무침이 같이 나온다고 표기해 놓으신거 때문에 주문했는데 안와서 전화해보니 원래요즘 안나온다고    부추무침 없이 먹을 생각이었음 모르겠는데 그게 먹고싶어서 시킨건데 좀 당황스러웠어요. 가격에 비해 양도 꽤 적고요. 추가로 육수주신건 감사합니다.,1,3,
2800,용봉대반점,탕짬면/1,4,맛있게잘먹었어요~~,5,3,
2801,동해회수산-본점,"도다리세꼬시/1(사이즈 선택(小)),석화/1(사이즈 선택(小))",1,세꼬시는 영혼이 없고 석화에선 냄사가 나서  버림 아~~,1,3,상준
2802,꽃보다족발-본점,반반족발（족발＋불족발＋쟁반막국수＋콜라）/1(사이즈 선택(中)),5,맵찔이인 저에겐 불족발이 매웠지만 맛있게 잘 먹었습니다!! 양도 적당했어요,5,3,
2803,KFC-광장동점,"베스트치킨버켓팩（오리지널치킨4＋핫크리스피치킨4＋그레이비소스＋스위트칠리소스＋케이준후라이（M）＋코울슬로＋콜라（L）2）/1,블랙라벨폴인치즈버거세트/1(사이드변경(케이준후라이),음료변경(콜라)),징거버거/1,트위스터/1",4,딱 케이에프씨 맛 입니다굿,3,3,
2804,KFC-왕십리역사점,"핫크리스피치킨 1조각/1,오리지널치킨 1조각/1,롱치즈스틱/1,캔콜라（245ml）/1",2,다 식어서 왔구요.. 치즈스틱 맛 이상해서 한입 먹고 못먹었어요 ㅠ,1,1,
2805,호세야오리바베큐-구의점,오리바베큐 1인/1,2,한끼식사잘먹었습니다,5,3,
2806,굽네치킨&피자-신당역점,"고추바사삭,（한마리）/1,배달생맥주 1000ml¸¸/2",4,"치킨은 맛이있었는데, 같이 시킨 생맥주에 탄산이 1도 없는 상태로왔네요. 생맥주 2천  였는데 둘다 탄산이 하나도 없었어요 ㅠ",3,3,
2807,미쳐버린파닭-고대점,순살파닭세트3（양념치킨＋간장치킨）/1,3,잘 먹었습니다~~^^,5,3,
2808,롯데리아-성수역점,"치킨버거세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),데리세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),토네이도초코쿠키/1",2,예상도착보다 30분은 훨씬 늦게와서 나가야되는데 나가지도 못하고 기다렸네요.두명이서 먹어야 하는데 한명은 음식 먹지도 못하고 나가고 음식 받아서 혼자 먹었네요,3,1,
