restaurant,menu,review,annotator,food,delvice,label
투썸플레이스-신도림디큐브시티점,"카페라떼（L）/2(원두 선택(디카페인),HOT／ICE 선택(ICE)),떠먹는 티라미수/1",주문한지 2시간 다되서받음 주문취소하려니 업체연락안되고 배달출발되었다고 취소못한다함 뭐 이런 같은 경우가..장사하려면 똑바로!,상준,3,1,3
피자의정석,"포테이토피자 L/1,갈릭소스/2,핫소스/2,코카콜라 1.25L/1",포테이토 그닥 핵노맛임,상준,1,3,1
나주곰탕나주전,"나주곰탕/2(조리 선택(조리 후 배달)),모듬전/1",맛있어요 잘 먹었습니다 ㅎ,상준,5,3,7
맘스치킨,"맘스 반마리 메뉴 1人/1(메뉴 선택(맘스 후라이드（순살）반마리＋무우)),카스 생맥주 1000cc/2",잘 먹었습니다 ~~!!,상준,5,3,7
춘천쟁반막국수,쟁반국수 中（3~4人）/1(서비스 음료 선택(사이다500mL)),개별로 절대 시키지마셈 다버렷어요,상준,1,3,1
홍짜장-개포점,"홍짬뽕밥/1,찹쌀탕수육/1(사이즈 선택(小))",태어나서 짬뽕이 비려서 못먹은 건 오늘이 첨이네요 국물 한숟갈 먹고 도저히 못먹겠어서 탕수육을 먹었는데 바삭한 거 1도 없이 눅진하고 고기잡내도 심한데다가 질기기까지.. 소스도 너무 묽어요.  개선의 문제가 아니라 배달하기전에 직접 한번 드셔보셨음 좋겠어요. 여긴 김치와 단무지 맛집이네요.,상준,1,3,1
교촌치킨-신촌점,교촌반반오리지날/1,배달도 늦고 너무하시네요~~거짐1시간30분이상걸린것같아요~다시는 배달안시킬꺼같아요~~,상준,3,1,3
맥도날드-방배점,"상하이 버거 든든팩/1(사이드 선택（M）(후렌치 후라이 미디엄),소스 （맥너겟／치킨텐더／맥윙）(스위트칠리 소스),음료 선택（M）(스프라이트Ⓡ 미디엄)),오레오 맥플러리Ⓡ/1",배달시간 105분 치킨 시켜도 이정도는 안 걸릴듯,상준,3,1,3
또래오래-영등포구청점,맵부심 후라이드 한마리/1,맵부심 별로안맵습니다,상준,3,3,4
마스터쿡즉석반찬-문래본점,"돼지갈비찜/1,잡채/1",맛이 기대한 것 보다는 별로였습니다..,상준,1,3,1
연안식당-서초점,"꼬막비빔밥/2,해물파전/1",포장도 깔끔하고 맛도좋았습니다~,상준,5,5,8
롯데리아-롯데마트서울양평점,"치킨너겟/1,NEW홈투게더팩（사이다）/1(옵션 추가(휠레소스_허니머스타드,휠레소스_스위트앤샤워))",너무 오래 걸려서 다음에 안 시키려구요,상준,3,1,3
리밍,삼선볶음밥/1(곱빼기 추가 선택(곱빼기 추가)),그럭저럭 먹을만합니다,상준,3,3,4
해원수산,"광어회/1(사이즈 선택(회추가2)),번데기/2",양은 적당하나 회가 비려요 30분 도착예정 찍구 4~50분 걸렸어요,상준,1,1,0
천하닭강정,2. 매운맛 순살 닭강정 大/1,맛있게 잘 먹었습니다,상준,5,3,7
어다미,꽃게탕/1,사진이랑좀 다르네요..국물도 처음먹어보는꽃게탕맛이에요.. 꽃게만 건져먹었네요..,상준,1,3,1
프랭크서울핫도그&버거-삼전점,"감자 핫도그/2(옵션 선택(시즈닝 가루 뿌림)),팥 앙도그/1,허니갈릭소스（25g）/2",매주마다 주문하는곳 다좋은데  벨.문 금지라고 했는데 배달기사님 요청사항 확인좀 ㅡㅡ  기사님때문에 별3개 깍음  문을 두드리더라도 손으로 하는것도 아니고 핸드폰 케이스로 두드리는 존ㄴ. 개념없는기사 진짜 짜증나네 ㅡㅡ,상준,3,1,3
까치네김밥-영등포구청,"비빔밥/1(곱배기 추가(곱배기 추가)),김치볶음밥/1",오늘은 맛이 별로였어요 특히 비빔밥,상준,1,3,1
임실치즈피자(잠실점),"오리지널 반반 M  /1(피자 선택(불고기,고구마),도우 선택（M）(치즈크러스트로 변경)),수제피클/1",맛있어요~~많이 파세요~~,상준,5,3,7
퍼사이공-신천점,"소고기쌀국수/2,분보싸오（분짜）/1,나시고랭/1",따뜻하게 왔어요 분차 맛있어요,상준,5,5,8
버거킹-사당역점,"스태커 3 와퍼 세트/1(음료변경(스프라이트R),사이드변경(프렌치프라이（R）)),통새우와퍼주니어세트/1(음료변경(스프라이트R),사이드변경(프렌치프라이（R）))",스프라이트가 탄산이 많이 빠졌네요,상준,1,3,1
연어왕국,광어＋우럭/1(사이즈선택(소)),비오느라 고생하신거 알고 진짜 나쁘게 쓰고 싶진 않았는데 솔직하게 씁니다 지난번에 13800원짜리 우럭 시켰을땐 만족스러웠고 리뷰도 좋게 잘썼어요 근데 30000원짜리가 어떻게 양이 이렇나요? 평소엔 얼음도 믿에 깔아주다가 요기요 할인 떠가지고 주문했는데 그냥 낚시 당한 느낌이라 기분이 안좋네요 사진으로 보세요 누가 봐도 가격이 2배 이상이면 양은 그래도 2배가 되야죠 그냥 1인분만 시켜먹던지 해야겠네요.. 이벤트한다고 가격이 내려가면 양도 줄은건가요 설마? 비교해보라고 사진 이전껏도 첨부해서 올려요 비교해보세요,상준,1,3,1
임실치즈피자(잠실점),"고르곤졸라피자 M/1,핫윙（7조각）/1",맛있고 양 많습니다! 너무 친절하시고 섬세하게 요구사항도 모두 신경써주셔서 감사할따름입니다  피자 밖에서 식지 않게 포장도 2중으로 해주셨어요 감사합니다!,상준,5,5,8
가마로강정-낙성대점,매콤강정/1,배달은빠른데 음식이 많이 식어서왔네요,상준,3,1,3
싸움의고수-홍대점,1인 간장보쌈L/1,늘 시켜먹습니다 서비스 콜라의 사이즈도 커서 좋네요,상준,5,5,8
교촌치킨-신트리점,"교촌리얼후라이드순살/1(사이드 메뉴(선택안함)),교촌닭갈비볶음밥（매운맛）/1",배달 시간도 지켜지지 않았고 치킨대신 돌이 왔네요,상준,1,1,0
원할머니보쌈-명동점,"의성마늘떡보쌈/1(보쌈사이즈선택1(소（생육500g이상,수육350g）),추가메뉴선택1(명란마요장조림주먹밥))",원할머니보쌈이야 당연히 맛이고 양도괜찬고 해서 믿고 시키는 곳이다. 그래서 이번에도 믿고 보쌈과 주먹밥을 시켰는데 주먹밥이 오지 않았다..그래서 전화를 걸었다 주먹밥이 안왔는데요 하지만 전화받으신분은 아.. 내가 잘못했네요..근데 지금 주먹밥 갔다드리면 똑같이 시간이 지나는데 제가 돈을 붙여드릴게요.. 아니면 원하시는거 있으니세요 이렇게 말씀하셨다.. 그말을 듣고 그냥 어이가 없었고 당연히 죄송하다 지금이라도 빨리 갔다 드린다가 먼저 아닌가 싶은 생각이 드렇다..다음에 시키면 생각을 해보고 시킬것같다,상준,3,1,3
직화방본점-바싹불고기&직화갈비&삼겹,"바싹 불고기 냉면세트/1(메뉴 선택(물냉면),고기옵션(간장바싹불고기 오픈기념 무료변경),고기 추가 선택(100g 추가))","맛있는데, 냉면 맛이 약해서 상대적으로 뭍히네요. 그것빼곤 좋습니다! 맛있어요 벌써 몇번째 주문인지 모르겠네여^",상준,3,3,4
써브웨이-신정네거리역점,"스파이시 이탈리안 30cm 세트/1(빵선택(파마산오레가노),치즈선택(아메리칸치즈),빵／미트 토스팅 선택(토스팅),야채 제외(토마토 제외,피망 제외),소스선택 *미선택시 추천소스 제공(랜치,사우스웨스트,후추),쿠키 또는 칩(더블 초코칩 쿠키),음료선택(스프라이트 （355ml）))",색다른맛의 빵 잘먹었읍니다.,상준,5,3,7
부어치킨-구의동점,양념치킨/1(한마리or순살 선택(순살)),맛있어요 추천합니다!!,상준,5,3,7
신사동떡볶이-낙성대점,"2인 A세트 （떡볶이 ＋튀김＋주먹밥＋쿨피스 ）/1(맛 선택(중간맛),토핑 추가 선택(당면 추가))",배달빠르고 좋은데 맵기 조절이 안되네요 ㅋㅋ 순한맛이랑 중간맛이랑 똑같나봐요 중간맛시켰는데 순한맛이 잘못온건지.. 너무 안매워서 이번엔 맛 없었어요,상준,1,5,2
종로족빨,족발＋보쌈/1(사이즈 선택(中)),진짜 배달도 빨라서 놀랬고 정말 맛있게 먹었어용 근처에서 여러개 보다가 시킨건데 만족해영,상준,5,5,8
맘스터치-서울시청점,"싸이버거 단품/2,불싸이버거 단품/1,할라피뇨통살버거 단품/1",평범하게 맛있었어요!,상준,3,3,4
굽네치킨&피자-광장점,고추바사삭＋찹쌀 치즈볼/1,생각보다 덜 매웠어요 치즈볼은  별루 ㅠ,상준,1,3,1
롯데리아-구의역점,"모짜렐라인더 버거-베이컨 세트/1(디저트 변경(양념감자（오니언）),드링크 변경(세트 콜라（R）)),쉑쉑치킨/1(시즈닝 선택(시즈닝_치즈맛)),토네이도초코쿠키/1",배달 빠르고 넘 맛있었어여!!,상준,5,5,8
영진마라탕,"꿔바로우/1,마라탕/1(사이즈 선택(중),맛선택（1／10단계）(순한맛（백탕） 1단계))",단무지를안줬어요..,상준,3,1,3
빵위에치즈-신당점,"빵치 치즈만/1(사이즈 선택(M（10인치）),도우 추가선택(치즈크러스트로 변경（강추）),음료 추가선택(코카콜라 1.25L 추가),피클&소스류 추가선택(꿀 추가)),금빛 단호박/1(사이즈 선택(M（10인치）))",음식 모양이 다 망가져서옴 치즈가 도우위에서 이탈하고 왔네요,상준,3,1,3
보니따-본점,"여심저격파스타세트/1(수저포크 필요하신 고객님 체크해주세요（최대1개）(수저포크주세요),메뉴 선택(바질페스토파스타),맛 선택(약간 매운맛)),고기가득 차돌 알리오올리오/1(수저포크 필요하신 고객님 체크해주세요（최대1개）(수저포크주세요),맛 선택(약간 매운맛))",배터져요 맛있네요^^ 번창하세요!!,상준,5,3,7
미친피자-본점,"한판에 두가지맛/1(사이즈 선택(L),（반／반）피자 선택(미.친 더블치즈2X,화이트고구마무스베이컨),도우 선택(크림치즈크러스트))",배달도 한시간 반 넘게 걸렸는데 배달 상태가 .. 이만얼마 많은돈은 아니지만  좀 어의가 없네요 여기 배달시키려면 생각좀 하셔야 할듯,상준,3,1,3
의정부정통부대찌개,"부대찌개/1(사이즈 선택(2인분),매운맛 선택(매운맛))",육수가 사골육수가아니고 멸치다시같은 약간 가츠오 우동국물같은 육수네요.. 맛은 있네요 집에서 직접끓이니 깔끔하고 잘먹었습니다,상준,5,3,7
9CAFE-역삼점,"블루베리 바나나/1(사이즈 선택(작은거)),딸기 /1(사이즈 선택(작은거)),블루베리 /1(사이즈 선택(작은거)),수박주스 생과일100%/1(사이즈 선택(작은 거)),핫비프치즈 핫도그/2,갈릭마요 핫도그/2",토스트가 맛있긴한데.. 약간 기름기가 넘 많아요! 당근주스는 진짜 맛있어요,상준,3,3,4
롯데리아-창천점,데리버거/4,맛있게 잘 먹었습니다,상준,5,3,7
찐크로플,"생크림 시나몬 크로플/1,누텔라 크로플/1,아이스 아메리카노/1",괜찮았습니다!!,상준,3,3,4
장금이도시락,"매운돈까스 도시락/2,물냉면/1(곱빼기 추가(곱빼기 추가))",맛은 그냥저냥 평범해요 엄청 맛있지도 맛없지도 그냥그런맛 배달은 1시간넘게 걸리고 배달이 별하나인 이유는 배달원이 불친절합니다,상준,3,1,3
원할머니보쌈-서초점,"모둠보쌈/1(사이즈 선택(小（생육500g이상,수육350g）))",아니 이런적이 없었는데 밥을 안보내주셨네요?어이가 없어서.. 다음부터 제대로좀 확인하고 배달부탁드려요,상준,3,1,3
교촌치킨-건대점,교촌반반오리지날/1(사이드 메뉴(선택안함)),양이 적습니다   잘 먹었습니다,상준,3,3,4
고객만족,"겉절이 보쌈~잡솨봐~ （삼겹）/1(사이즈 선택(小),추가 선택(큰뼈빼고))",대만족은아니지만 만족합니당,상준,3,3,4
천하닭강정,2. 매운맛 순살 닭강정 大/1,둘이 먹으면 딱 적당하고 맛있어요 근데 촉촉하고 부드러운 느낌이라 바삭한게 취향이신 분들은 안맞으실듯! 소스 적당히 매콤한데 첨엔 괜찮다가 끝으로 갈수록 매운기가 올라오는 느낌. 콜라 보내주지 않으셔도 된다고 적었더니 대신 사이다를 보내주셨더라구요ㅋㅋ탄산을 잘 안먹긴 하지만 배려에 감동받았어요ㅠㅠ,상준,5,5,8
스쿨푸드-신정점,"오리지널 스팸마리/1,길거리표떡볶이/1",사장님.. 혹시 맛은 보셨을까요..? 예전엔 이렇게 짜지 않았던 거 같은데 떡볶이가 너무너무 짭니다.. 떡볶이를 좋아해서 왠만하게 짠 건 그래도 먹는편인데 너무 짜서 못먹었습니다. 배달도 오래기다렸는데 아쉽네요.,상준,1,1,0
싱싱회대장,광어＋우럭/1(사이즈 선택(大)),간만에 맘에 드는집을 만나 일주일에 네번씩시켜먹고했는데 ~~ 오늘은 시간이 오래걸린다했더니 회아래깐 얼음이 다 녹은상태에서 왔네요 ㅜㅜ,상준,3,1,3
팔구밥상1인분,89스팸김치찌개/1,리뷰보고 맛없다는 평이 많아서 시킬까말까 고민많이 하고 사람 입맛이 다르니 맛있겠지하고 좋아하는 스팸 김치찌개 시켰는데 솔직히진짜 맛이없어요ㅜㅜ 왠만하면 이렇게 안쓰는데..진짜 이렇게 맛이없을수도 있구나 하고 먹었네요 ..음 제입에도 맞지않았습니다 다음엔 안시킬꺼같아요..,상준,1,3,1
장수왕족발보쌈-서초강남점,족발 小/1(음료 선택(사이다 500mL)),김치는 달지만 먹을만하고 전도 그럭저럭 괜찮은데 족발은 냄새가 좀 나고 비려요 배고파서 먹다가 더이상 못먹겠어요..,상준,1,3,1
맛없으면환불해주는장군집-구로점,"명품 매운 돼지갈비（국내산）＋공기밥2개/1(사이즈 선택(소（2~3인）),맛 선택(보통맛),추가 선택(떡사리 추가,소세지추가)),공기밥/1",고기가좀살이없어여 ㅠㅠ 맛은잇어요,상준,3,3,4
팔동튀김&떡볶이,"팔동1인세트/1,팔동세트2/1(추가선택(팔동 치즈떡볶이로 변경))",분명히 하나는 치즈떡볶이로 시켰는데 그냥 떡볶이로 왔구요 배달 후에 도착문자도 안보내놓고 갔네요. 집 근처고 맛이 나쁘진 않아서 종종 좋은 마음으로 시켜먹었는데 실망입니다.,상준,3,1,3
카페천국&디저트-강남점,"리얼 생딸기 주스/1(리얼 생딸기 주스 추가(500ml （ 시럽없이）)),컵 떡볶이（국물 떡볶이）/1,우유생크림 ＋애플쨈/1",맛있네요  떡볶이 작지만 실해영 쫄면같은면에 오뎅두많궁 맛있어영 딸기쥬스도 맛남~,상준,5,3,7
동태별곡,알탕/2(조리 여부 선택(조리)),맛은 괜찮은데 알은 빼먹고 안넣은것처럼 양이 적네요ㅜ,상준,3,3,4
팔자피자&골든에그치킨,콤비네이션 피자/1(추가 선택(치즈크러스트로 변경)),맛있게 잘먹었습니다.,상준,5,3,7
신전떡볶이-성수점,"잡채말이튀김（3개）/2,오징어튀김（3개）/1,Set1（떡1＋오뎅2＋만두1＋쿨피스930mL）/1(맛선택(중간맛)),단무지/1,쿨피스 930mL/1",쿨피스하나는 빵빵하고 미지근한게 왔네요 매운게땡겨서 중간맛 주문했는데 맛과 양은 적당했어요,상준,3,1,3
강릉엄지네꼬막집-구의점,꼬막비빔밥 （2~3인용）/1,음..뭔가 파맛이 너무 강해서 입이 쩝텁했어요,상준,1,3,1
써브웨이-건대입구점,"터키 15cm 세트/1(빵선택(화이트),치즈선택(아메리칸치즈),데우기 선택(데우기),야채 제외(피망 제외,올리브 제외,할라피뇨 제외),소스선택 *미선택시 추천소스 제공(랜치,핫칠리),쿠키 또는 칩(화이트 초코 마카다미아),음료선택(코카콜라 （355ml）))",맛남요.. 며칠 째 서브웨이,상준,5,3,7
동해회수산-본점,광어＋우럭/1(사이즈 선택(大)),나쁘지 않았습니다 ~~,상준,3,3,4
BBQ-교대본점,"황금올리브（반반）/1(추가메뉴(새우스틱,비비소스추가,BBQ소떡)),비비소스 추가/1,맥주 1,000CC/2",맛있어요. 근데 양념이 너무 달기만하네요.양념빼곤 맛있었어요.,상준,3,3,4
